id_date;cod_batle_unique;cod_trainer_a;cod_trainer_b;cod_pok_a;cod_pok_b;result;location
20230113;20230113|10|18|63|67;10;18;63;67;2;4
20230104;20230104|12|5|117|59;12;5;117;59;1;42
20230318;20230318|16|16|13|76;16;16;13;76;2;40
20230313;20230313|16|14|83|31;16;14;83;31;1;37
20230306;20230306|18|4|140|119;18;4;140;119;2;15
20230207;20230207|10|6|40|23;10;6;40;23;2;47
20230224;20230224|17|16|19|56;17;16;19;56;2;3
20230129;20230129|14|9|3|30;14;9;3;30;3;8
20230218;20230218|8|7|147|60;8;7;147;60;2;30
20230115;20230115|7|18|58|133;7;18;58;133;3;6
20230308;20230308|10|18|79|130;10;18;79;130;1;32
20230225;20230225|19|17|149|106;19;17;149;106;2;18
20230221;20230221|19|16|107|119;19;16;107;119;2;21
20230212;20230212|3|5|87|61;3;5;87;61;2;31
20230323;20230323|8|11|129|90;8;11;129;90;3;31
20230111;20230111|7|7|113|133;7;7;113;133;3;41
20230113;20230113|17|14|90|51;17;14;90;51;1;2
20230404;20230404|20|19|46|45;20;19;46;45;3;37
20230317;20230317|3|20|66|139;3;20;66;139;1;14
20230102;20230102|10|20|135|43;10;20;135;43;3;23
20230322;20230322|17|5|41|111;17;5;41;111;2;9
20230316;20230316|3|2|130|102;3;2;130;102;3;14
20230406;20230406|14|7|24|97;14;7;24;97;3;18
20230325;20230325|3|9|77|27;3;9;77;27;2;16
20230312;20230312|9|9|95|120;9;9;95;120;2;31
20230403;20230403|18|9|84|23;18;9;84;23;2;20
20230202;20230202|6|18|67|35;6;18;67;35;3;18
20230103;20230103|18|18|135|23;18;18;135;23;2;50
20230201;20230201|3|7|109|37;3;7;109;37;2;36
20230118;20230118|15|4|33|94;15;4;33;94;1;50
20230315;20230315|16|9|51|106;16;9;51;106;1;44
20230227;20230227|7|4|122|98;7;4;122;98;2;32
20230118;20230118|10|16|109|70;10;16;109;70;2;29
20230128;20230128|5|10|43|145;5;10;43;145;1;9
20230325;20230325|20|8|33|114;20;8;33;114;1;30
20230408;20230408|1|16|3|141;1;16;3;141;2;46
20230406;20230406|3|4|65|139;3;4;65;139;2;25
20230201;20230201|16|15|19|96;16;15;19;96;1;35
20230311;20230311|17|2|137|37;17;2;137;37;2;34
20230401;20230401|17|1|98|141;17;1;98;141;2;32
20230131;20230131|3|15|68|111;3;15;68;111;1;49
20230313;20230313|7|3|147|125;7;3;147;125;2;24
20230402;20230402|5|1|116|83;5;1;116;83;1;48
20230209;20230209|1|9|136|140;1;9;136;140;3;20
20230125;20230125|10|4|6|10;10;4;6;10;1;36
20230227;20230227|16|8|13|69;16;8;13;69;3;35
20230205;20230205|12|6|93|136;12;6;93;136;2;35
20230322;20230322|15|19|60|145;15;19;60;145;1;16
20230207;20230207|4|16|57|140;4;16;57;140;1;50
20230116;20230116|1|10|39|87;1;10;39;87;1;19
20230331;20230331|12|8|33|8;12;8;33;8;2;18
20230104;20230104|11|10|148|33;11;10;148;33;2;6
20230302;20230302|7|2|115|94;7;2;115;94;2;11
20230118;20230118|14|12|90|132;14;12;90;132;2;15
20230114;20230114|5|3|38|34;5;3;38;34;1;24
20230331;20230331|20|13|78|55;20;13;78;55;1;34
20230304;20230304|18|19|86|108;18;19;86;108;2;39
20230103;20230103|4|15|14|106;4;15;14;106;2;26
20230222;20230222|9|17|133|11;9;17;133;11;2;12
20230213;20230213|19|2|114|91;19;2;114;91;1;8
20230205;20230205|19|19|142|87;19;19;142;87;1;50
20230410;20230410|8|20|7|75;8;20;7;75;2;42
20230130;20230130|5|20|128|136;5;20;128;136;2;17
20230319;20230319|14|6|72|127;14;6;72;127;1;33
20230119;20230119|10|6|27|113;10;6;27;113;1;45
20230406;20230406|10|6|102|115;10;6;102;115;2;15
20230128;20230128|5|10|36|134;5;10;36;134;2;24
20230111;20230111|20|15|22|87;20;15;22;87;2;47
20230221;20230221|12|11|127|17;12;11;127;17;1;37
20230102;20230102|7|16|99|123;7;16;99;123;2;8
20230221;20230221|11|12|69|30;11;12;69;30;1;23
20230404;20230404|8|3|142|98;8;3;142;98;1;24
20230302;20230302|6|10|136|138;6;10;136;138;1;29
20230305;20230305|6|11|13|1;6;11;13;1;2;6
20230115;20230115|15|16|74|120;15;16;74;120;2;11
20230315;20230315|2|11|4|125;2;11;4;125;2;27
20230302;20230302|4|12|10|120;4;12;10;120;2;45
20230403;20230403|5|4|144|30;5;4;144;30;1;8
20230106;20230106|1|5|102|52;1;5;102;52;1;16
20230311;20230311|14|14|19|138;14;14;19;138;1;23
20230312;20230312|11|20|139|148;11;20;139;148;2;19
20230222;20230222|17|5|104|78;17;5;104;78;2;16
20230205;20230205|12|12|67|139;12;12;67;139;2;20
20230214;20230214|13|8|55|71;13;8;55;71;2;21
20230317;20230317|3|6|81|29;3;6;81;29;1;13
20230315;20230315|4|1|43|114;4;1;43;114;2;20
20230122;20230122|1|5|134|12;1;5;134;12;1;21
20230102;20230102|2|14|138|137;2;14;138;137;2;2
20230318;20230318|17|6|3|10;17;6;3;10;1;24
20230108;20230108|18|17|79|62;18;17;79;62;2;39
20230116;20230116|15|17|61|144;15;17;61;144;2;18
20230314;20230314|15|14|26|74;15;14;26;74;2;40
20230307;20230307|12|1|38|37;12;1;38;37;2;33
20230207;20230207|7|11|17|122;7;11;17;122;1;45
20230315;20230315|3|8|106|46;3;8;106;46;3;27
20230130;20230130|16|4|98|14;16;4;98;14;2;23
20230105;20230105|18|16|34|125;18;16;34;125;3;13
20230125;20230125|5|3|125|146;5;3;125;146;1;1
20230211;20230211|11|4|42|26;11;4;42;26;2;4
20230216;20230216|7|2|6|95;7;2;6;95;2;42
20230115;20230115|19|3|122|15;19;3;122;15;3;25
20230313;20230313|20|17|98|134;20;17;98;134;1;48
20230210;20230210|18|18|135|56;18;18;135;56;1;16
20230202;20230202|8|7|57|35;8;7;57;35;2;7
20230110;20230110|5|11|27|47;5;11;27;47;2;17
20230104;20230104|6|6|41|115;6;6;41;115;3;40
20230215;20230215|5|5|95|37;5;5;95;37;3;21
20230125;20230125|2|10|125|76;2;10;125;76;2;28
20230226;20230226|7|19|83|19;7;19;83;19;3;32
20230213;20230213|9|16|109|58;9;16;109;58;3;32
20230304;20230304|20|8|20|56;20;8;20;56;2;29
20230303;20230303|2|15|148|97;2;15;148;97;1;24
20230228;20230228|17|2|120|101;17;2;120;101;3;32
20230330;20230330|12|20|95|59;12;20;95;59;2;49
20230324;20230324|5|12|111|143;5;12;111;143;1;46
20230205;20230205|20|14|90|148;20;14;90;148;1;49
20230314;20230314|9|15|102|132;9;15;102;132;2;36
20230406;20230406|19|1|34|112;19;1;34;112;1;24
20230309;20230309|4|5|115|114;4;5;115;114;2;10
20230114;20230114|3|17|37|26;3;17;37;26;1;31
20230205;20230205|3|8|43|84;3;8;43;84;1;9
20230403;20230403|3|2|66|145;3;2;66;145;2;22
20230223;20230223|11|11|142|80;11;11;142;80;2;6
20230307;20230307|18|15|93|100;18;15;93;100;1;28
20230329;20230329|16|18|147|129;16;18;147;129;2;24
20230312;20230312|19|9|38|145;19;9;38;145;2;25
20230322;20230322|17|6|39|88;17;6;39;88;2;35
20230316;20230316|11|17|117|85;11;17;117;85;2;19
